Model Name (ID's which detail page to populate),Date,Announced/Updated,Update,"Link (""Learn More"")",Unique ID
Frontier Community Health Integration Project Demonstration,2/25/2014,,Budget neutrality and savings examples webinar scheduled for March 3,http://innovation.cms.gov/resources/FrontierCommunity-Savings.html,186
Specialty Practitioner Payment Model Opportunities: General Information,2/27/2014,,Request for information deadline extended,http://innovation.cms.gov/initiatives/Specialty-Practitioner/,187
Transforming Clinical Practice Initiative,3/5/2014,,Seeking input on opportunities to promote clinical practice transformation,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,188
Financial Alignment Initiative for Medicare-Medicaid Enrollees,2/28/2014,,Colorado approved to participate in the Financial Alignment initiative,http://innovation.cms.gov/initiatives/Financial-Alignment/,189
Frontier Community Health Integration Project Demonstration,3/7/2014,,Budget neutrality and savings examples webinar slides posted,http://innovation.cms.gov/resources/FrontierCommunity-Savings.html,190
Medicare Care Choices Model,3/18/2014,,Request for applications to improve care options for Medicare hospice eligible beneficiaries,http://innovation.cms.gov/initiatives/Medicare-Care-Choices/,191
BPCI Model 2: Retrospective Acute & Post Acute Care Episode,3/4/2014,,Winter Open Period webinar,http://innovation.cms.gov/resources/BundledPayments-Winter-Open-Period-Mdls2-4.html,192
BPCI Model 3: Retrospective Post Acute Care Only,3/4/2014,,Winter Open Period webinar,http://innovation.cms.gov/resources/BundledPayments-Winter-Open-Period-Mdls2-4.html,193
BPCI Model 4: Prospective Acute Care Hospital Stay Only,3/4/2014,,Winter Open period webinar,http://innovation.cms.gov/resources/BundledPayments-Winter-Open-Period-Mdls2-4.html,194
Medicare Care Choices Model,4/4/2014,,Introduction webinar scheduled for April 9,http://innovation.cms.gov/resources/MedicareCareChoices-Intro.html,195
 ,4/9/2014,,Senior Risk Reduction Demonstration final evaluation report posted,http://innovation.cms.gov/Data-and-Reports/index.html,196
Medicare Care Choices Model,4/14/2014,,Open Door Forum scheduled for April 16,http://innovation.cms.gov/resources/MedicareCareChoices-IntroODF.html,197
Comprehensive ESRD Care Initiative,4/15/2014,,Revised Request for Application (RFA) posted,http://innovation.cms.gov/initiatives/comprehensive-ESRD-care/,198
Comprehensive ESRD Care Initiative,4/23/2014,,Open Door Forum scheduled for April 24,http://innovation.cms.gov/resources/ComprehensiveESRD-RFA-ODF.html,199
Comprehensive ESRD Care Initiative,5/1/2014,,Webinar scheduled for May 8 about making the ACO business case,http://innovation.cms.gov/resources/ComprehensiveESRD-ESCO-ACO.html,200
Comprehensive ESRD Care Initiative,5/1/2014,,Webinar scheduled for May 20 about building effective partnerships,http://innovation.cms.gov/resources/ComprehensiveESRD-ESCO-Partnerships.html,201
 ,5/6/2014,,Patient safety results preliminary report posted,http://innovation.cms.gov/Files/reports/patient-safety-results.pdf,202
Health Care Innovation Awards Round Two,5/22/2014,,First batch  of preliminary recipients,http://innovation.cms.gov/initiatives/Health-Care-Innovation-Awards/Round-2.html,203
State Innovation Models Initiative: Model Testing Awards Round Two,5/22/2014,,Second round of State Innovation Models Initiative funding,http://innovation.cms.gov/initiatives/State-Innovations-Model-Testing-Round-Two/,204
State Innovation Models Initiative: Model Design Awards Round Two,5/22/2014,,Second round of funding for states to design innovative payment and service delivery models,http://innovation.cms.gov/initiatives/State-Innovations-Model-Design-Round-Two/,205
 ,5/22/2014,,Prior authorization models to ensure beneficiary access and reduce improper payments via Office of Financial Management,http://www.cms.gov/Research-Statistics-Data-and-Systems/Monitoring-Programs/Medicare-FFS-Compliance-Programs/Overview.html,206
Comprehensive ESRD Care Initiative,5/22/2014,,Building Effective Partnerships 05/20 webinar video posted,http://innovation.cms.gov/resources/ComprehensiveESRD-ESCO-Partnerships.html,207
Comprehensive ESRD Care Initiative,5/22/2014,,Making the ACO Business Case 05/08 webinar video posted,http://innovation.cms.gov/resources/ComprehensiveESRD-ESCO-ACO.html,208
Comprehensive ESRD Care Initiative,6/5/2014,,ESRD Seamless Care Organization (ESCO) Needs Assessment document posted,http://innovation.cms.gov/initiatives/comprehensive-ESRD-care/,209
State Innovation Models Initiative: Model Design Awards Round Two,7/1/2014,,Model Design Application Specifics webinar,http://innovation.cms.gov/resources/sim-two-modeldesign-aplc-specs.html,210
State Innovation Models Initiative: Model Testing Awards Round Two,7/1/2014,,Model Testing Application Specifics webinar,http://innovation.cms.gov/resources/SIM-Two-ModelTest-Aplc-Specs.html,211
Health Care Innovation Awards Round Two,7/9/2014,,Second batch of preliminary recipients,http://innovation.cms.gov/initiatives/Health-Care-Innovation-Awards/Round-2.html,212
Medicaid Innovation Accelerator Program,7/14/2014,,Aims to support states accelerate health & care innovations,http://innovation.cms.gov/initiatives/MIAP/,213
Financial Alignment Initiative for Medicare-Medicaid Enrollees,4/3/2014,,Michigan approved to participate in Financial Alignment initiative,http://innovation.cms.gov/initiatives/Financial-Alignment/,214
Financial Alignment Initiative for Medicare-Medicaid Enrollees,5/23/2014,,Texas approved to participate in Financial Alignment initiative,http://innovation.cms.gov/initiatives/Financial-Alignment/,215
BPCI Model 2: Retrospective Acute & Post Acute Care Episode,6/23/2014,,Winter Open Period submitters for Phase 1 notified of acceptance,http://innovation.cms.gov/initiatives/BPCI-Model-2/index.html,216
BPCI Model 3: Retrospective Post Acute Care Only,6/23/2014,,Winter Open Period submitters for Phase 1 notified of acceptance,http://innovation.cms.gov/initiatives/BPCI-Model-3/index.html,217
BPCI Model 4: Prospective Acute Care Hospital Stay Only,6/23/2014,,Winter Open Period submitters for Phase 1 notified of acceptance,http://innovation.cms.gov/initiatives/BPCI-Model-4/index.html,218
Medicare Intravenous Immune Globulin (IVIG) Demonstration,8/5/2014,,Three year Demonstration to evaluate treatment of primary immune deficiency disease,http://innovation.cms.gov/initiatives/IVIG/,219
Pioneer ACO Model,8/6/2014,,Public comments to Evolution of ACO Initiatives at CMS RFI posted,http://innovation.cms.gov/initiatives/Pioneer-ACO-Model/,220
Comprehensive Primary Care Initiative,8/11/2014,,Latest revisions to market participants posted,http://innovation.cms.gov/initiatives/Comprehensive-Primary-Care-Initiative/,221
Beneficiary Engagement Model Opportunities: General Information,8/15/2014,,Seeking input on models to increase engagement among multiple beneficiary populations,http://innovation.cms.gov/initiatives/Beneficiary-Engagement/,222
Beneficiary Engagement Model Opportunities: General Information,9/17/2014,,Request for Information (RFI) deadline extended,http://innovation.cms.gov/initiatives/Beneficiary-Engagement/,223
Medicare Intravenous Immune Globulin (IVIG) Demonstration,9/18/2014,,Applications now being accepted on rolling basis,http://innovation.cms.gov/initiatives/IVIG/,224
Health Plan Innovation Initiatives,10/2/2014,,"Request for Information (RFI) on potential model designs, network designs and incentives in health plans posted",http://innovation.cms.gov/initiatives/HPI/,225
Pioneer ACO Model,10/8/2014,,Financial and quality results for performance years 1-2 posted,http://innovation.cms.gov/initiatives/Pioneer-ACO-Model/,226
ACO Investment Model,10/15/2014,,Request for applications posted for Medicare Shared Savings ACOs to better coordinate rural & underserved area care and test pre-payment approaches,http://innovation.cms.gov/initiatives/ACO-Investment-Model/,227
Medicare Imaging Demonstration,10/1/2011,,Demonstration begins,http://innovation.cms.gov/initiatives/Medicare-Imaging/,228
Medicare Imaging Demonstration,9/30/2013,,Demonstration ends,http://innovation.cms.gov/initiatives/Medicare-Imaging/,229
Multi-Payer Advanced Primary Care Practice,9/24/2014,,Offer to extend demonstration for six of eight participating states through 2016,http://innovation.cms.gov/initiatives/Multi-Payer-Advanced-Primary-Care-Practice/,230
Comprehensive Primary Care Initiative,10/1/2012,,Initiative fully under operational,http://innovation.cms.gov/initiatives/Comprehensive-Primary-Care-Initiative/,231
Comprehensive Primary Care Initiative,4/1/2013,,First Medicare FFS Practice Feedback Reports sent to participating practices,http://innovation.cms.gov/initiatives/Comprehensive-Primary-Care-Initiative/,232
Comprehensive Primary Care Initiative,1/2/2014,,Practices submit Program Year 2013 reports covering all CPC Milestones and Clinical Quality,http://innovation.cms.gov/initiatives/Comprehensive-Primary-Care-Initiative/,233
Comprehensive Primary Care Initiative,6/3/2014,,First Quality Reports sent to participating practices,http://innovation.cms.gov/initiatives/Comprehensive-Primary-Care-Initiative/,234
Transforming Clinical Practice Initiative,10/23/2014,,Applications being accepted to support clinician practices in developing comprehensive quality improvement strategies,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,235
Pioneer ACO Model,10/24/2014,,Benchmark Methodology paper for performance years 4-5 posted,http://innovation.cms.gov/initiatives/Pioneer-ACO-Model/,236
Medicare Imaging Demonstration,11/5/2014,,Report to Congress and evaluation report posted,http://innovation.cms.gov/initiatives/Medicare-Imaging/,238
Transforming Clinical Practice Initiative,11/17/2014,,Frequently Asked Questions (FAQs) posted,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,239
ACO Investment Model,11/19/2014,,Application assistance webinar slides posted,http://innovation.cms.gov/resources/AIMAppAsst.html,240
Frontier Extended Stay Clinic Demonstration,11/24/2014,,Report To Congress posted,http://innovation.cms.gov/Data-and-Reports/index.html,241
Medicare Coordinated Care Demonstration,11/24/2014,,Report To Congress posted,http://innovation.cms.gov/Data-and-Reports/index.html,242
Transforming Clinical Practice Initiative,11/24/2014,,Frequently Asked Questions (FAQs) posted,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,243
Transforming Clinical Practice Initiative,12/2/2014,,Listening Session scheduled for 12/04,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,244
Physician Hospital Collaboration Demonstration,12/4/2014,,Evaluation report posted,http://innovation.cms.gov/Data-and-Reports/index.html,245
Transforming Clinical Practice Initiative,12/9/2014,,Frequently Asked Questions (FAQs) posted,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,246
Transforming Clinical Practice Initiative,12/15/2014,,Frequently Asked Questions (FAQs) posted,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,247
State Innovation Models Initiative: Model Design Awards Round Two,12/16/2014,,"21 states, territories and DC receive Model Design awards",http://innovation.cms.gov/initiatives/State-Innovations-Model-Design-Round-Two/index.html,248
State Innovation Models Initiative: Model Test Awards Round Two,12/16/2014,,11 states receive Model Test awards,http://innovation.cms.gov/initiatives/State-Innovations-Model-Testing-Round-Two/index.html,249
Medicare Care Choices Model,12/19/2014,,Anticipated award announcement schedule early 2015,http://innovation.cms.gov/initiatives/Medicare-Care-Choices/,253
Transforming Clinical Practice Initiative,12/22/2014,,Frequently Asked Questions (FAQs) posted,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,254
Transforming Clinical Practice Initiative,12/29/2014,,Frequently Asked Questions (FAQs) posted,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,255
 ,12/30/2014,,Second CMS Innovation Center Report To Congress posted,http://innovation.cms.gov/Data-and-Reports/index.html,256
Community-based Care Transitions Program,1/2/2015,,Community-based Care Transitions Program first evaluation report posted,http://innovation.cms.gov/initiatives/CCTP/,257
Frontier Extended Stay Clinic Demonstration,4/15/2013,,Demonstration concluded,http://innovation.cms.gov/initiatives/Frontier-Extended-Stay-Clinic/,258
BPCI Model 2: Retrospective Acute & Post Acute Care Episode,1/14/2015,,Three-day hospital stay waiver posted,http://innovation.cms.gov/initiatives/BPCI-Model-2/,259
Comprehensive Primary Care Initiative,1/16/2015,,Latest revisions to market participants posted,http://innovation.cms.gov/initiatives/Comprehensive-Primary-Care-Initiative/,260
Transforming Clinical Practice Initiative,1/20/2015,,Recording of January 7 bidders webinar posted,http://innovation.cms.gov/initiatives/Transforming-Clinical-Practices/,261
Comprehensive Primary Care Initiative,1/23/2015,,First evaluation report posted,http://innovation.cms.gov/initiatives/Comprehensive-Primary-Care-Initiative/,262
Multi-Payer Advanced Primary Care Practice,1/23/2015,,First evaluation report posted,http://innovation.cms.gov/initiatives/Multi-Payer-Advanced-Primary-Care-Practice/,263
 ,1/28/2015,,Evaluation report on payment system & quality incentives impact on end-stage renal disease beneficiary satisfaction posted,http://innovation.cms.gov/Data-and-Reports/index.html,264
